id,term,part_of_speech,definition,quizzed,correct
978,CRAZE,Verb,make (someone) wildly insane or out of control,0,0
979,BOUGIE,Adjective,"exhibiting qualities attributed to the middle class, especially pretentiousness or conventionality",0,0
980,DEPUTE,Noun,a person appointed to act in an official capacity or as a representative of another official,0,0
981,CALUMNY,Verb,slander (someone).,0,0
982,GYRE,Verb,whirl or gyrate,0,0
983,SERE,Noun,"a natural succession of plant (or animal) communities, especially a full series from uncolonized habitat to the appropriate climax vegetation.",0,0
984,COMPERE,Noun,a person who introduces the performers or contestants in a variety show.,0,0
985,COMPERE,Verb,act as a host for (a variety show),0,0
986,JURISPRUDENCE,Noun,the theory or philosophy of law.,0,0
987,RACHIS,Noun,"a stem of a plant, especially a grass, bearing flower stalks at short intervals.",0,0
988,AMMONIACAL,Adjective,of or containing ammonia,0,0
989,SIDEREAL,Adjective,"of or with respect to the distant stars (i.e. the constellations or fixed stars, not the sun or planets).",0,0
990,LURCHER,Noun,"a cross-bred dog, typically a retriever, collie, or sheepdog crossed with a greyhound, of a kind originally used for hunting and by poachers for catching rabbits.",0,0
991,HACKNEY,Noun,"a horse or pony of a light breed with a high-stepping trot, used in harness.",0,0
992,PONG,Noun,"a strong, unpleasant smell",0,0
993,PONG,Verb,smell strongly and unpleasantly,0,0
994,RISIBLE,Adjective,provoking laughter through being ludicrous,0,0
995,ESTUARY,Noun,"the tidal mouth of a large river, where the tide meets the stream.",0,0
996,CRUMP,Noun,"a loud thudding sound, especially one made by an exploding bomb or shell",0,0
997,CHILBLAIN,Noun,"a painful, itching swelling on a hand or foot, caused by poor circulation in the skin when exposed to cold.",0,0
998,INFRA DIG,Adjective,beneath one. demeaning,0,0
999,TITTLE,Noun,a tiny amount or part of something,0,0
1000,UNPICK,Verb,undo the sewing of,0,0
1001,CHIASMUS,Noun,"a rhetorical or literary figure in which words, grammatical constructions, or concepts are repeated in reverse order.",0,0
1002,MASSIF,Noun,a compact group of mountains,0,0
1003,EXCOMMUNICATE,Verb,officially exclude (someone) from participation in the sacraments and services of the christian church,0,0
1004,CORTICAL,Adjective,relating to the outer layer of the cerebrum,0,0
1005,PARERGON,Noun,a piece of work that is supplementary to or a by-product of a larger work,0,0
1006,FLECHETTE,Noun,"a type of ammunition resembling a needle, used in bombs, shells, and guns",0,0
1007,BRUIT,Noun,a report or rumour,0,0
1008,RUSK,Noun,"a light, dry biscuit or piece of twice-baked bread, especially one prepared for use as baby food.",0,0
1009,CRENELLATE,Verb,provide (a wall of a building) with battlements,0,0
1010,TARMAC,Noun,"material used for surfacing roads or other outdoor areas, consisting of broken stone mixed with tar",0,0
1011,CERISE,Noun,a light clear red colour,0,0
1012,EQUIPOISE,Verb,balance or counterbalance (something),0,0
1013,DIAMANTINE,Adjective,made from or reminiscent of diamonds.,0,0
1014,APHONIA,Noun,inability to speak through disease of or damage to the larynx or mouth.,0,0
1015,CORUSCATING,Adjective,flashing. sparkling,0,0
1016,CIRCUMFLEX,Noun,"a mark (^) placed over a vowel in some languages to indicate contraction, length, or a particular quality.",0,0
1017,CIRCUMFLEX,Adjective,bending round something else. curved,0,0
1018,LAPIDARY,Adjective,"relating to the engraving, cutting, or polishing of stones and gems.",0,0
1019,LAPIDARY,Noun,"a person who cuts, polishes, or engraves gems.",0,0
1020,IDEOGRAM,Noun,a character symbolizing the idea of a thing without indicating the sounds used to say it. examples include numerals and chinese characters.,0,0
1021,PLEURISY,Noun,"inflammation of the pleurae, which impairs their lubricating function and causes pain when breathing. it is caused by pneumonia and other diseases of the chest or abdomen.",0,0
1022,ANFRACTUOUS,Adjective,sinuous or circuitous,0,0
1023,DIFFIDENT,Adjective,modest or shy because of a lack of self-confidence,0,0
1024,CONCRESCENCE,Noun,the coalescence or growing together of parts originally separate.,0,0
1025,MELISMA,Noun,a group of notes sung to one syllable of text,0,0
1026,PETTIFOGGER,Noun,"an inferior legal practitioner, especially one who deals with petty cases or employs dubious practices.",0,0
1027,ALHAMBRA,Noun,"a fortified moorish palace, the last stronghold of the muslim kings of granada, built between 1248 and 1354 near granada in spain.",0,0
1028,LENTICEL,Noun,one of many raised pores in the stem of a woody plant that allows gas exchange between the atmosphere and the internal tissues.,0,0
1029,ARHAT,Noun,(in buddhism and jainism) a saint of one of the highest ranks.,0,0
1030,ACHENE,Noun,"a small, dry one-seeded fruit that does not open to release the seed.",0,0
1031,CALDERA,Noun,"a large volcanic crater, especially one formed by a major eruption leading to the collapse of the mouth of the volcano.",0,0
1032,MARCESCENT,Adjective,(of a leaf or frond) withering but remaining attached to the stem.,0,0
1033,SADHU,Noun,"a holy man, sage, or ascetic.",0,0
1034,EPIPHYTE,Noun,"a plant that grows on another plant, especially one that is not parasitic, such as the numerous ferns, bromeliads, air plants, and orchids growing on tree trunks in tropical rainforests.",0,0
1035,DISTAL,Adjective,situated away from the centre of the body or from the point of attachment,0,0
1036,APODICTIC,Adjective,clearly established or beyond dispute.,0,0
1037,REPINE,Verb,feel or express discontent. fret,0,0
1038,INVERNESS,Noun,"a city in scotland, administrative centre of highland council area, situated at the mouth of the river ness. population 41,200 (est. 2009).",0,0
1039,CATARACT,Noun,a large waterfall,0,0
1040,PLAINT,Noun,an accusation or charge.,0,0
1041,SILESIAN,Adjective,relating to or characteristic of the central european region or its inhabitants,0,0
1042,SILESIAN,Noun,a native or inhabitant of the central european region ,0,0
1043,VETIVER,Noun,"a fragrant extract or essential oil obtained from the root of an indian grass, used in perfumery and aromatherapy.",0,0
1044,POMELO,Noun,"the largest of the citrus fruits, with a thick yellow skin and bitter pulp which resembles grapefruit in flavour.",0,0
1045,CARITAS,Noun,christian love of humankind. charity.,0,0
1046,AGAPE,Noun,"christian love, as distinct from erotic love or simple affection.",0,0
1047,DUGONG,Noun,a sea cow found on the coasts of the indian ocean from eastern africa to northern australia. it is distinguished from the manatees by its forked tail.,0,0
1048,AU FAIT,Adjective,having a good or detailed knowledge of,0,0
1049,TETRODOTOXIN,Noun,a poisonous compound present in the ovaries of certain pufferfishes. it is a powerful neurotoxin.,0,0
1050,APORIA,Noun,"an irresolvable internal contradiction or logical disjunction in a text, argument, or theory",0,0
1051,DESTRIER,Noun,a medieval knight's warhorse.,0,0
1052,DIACONATE,Noun,"the office of deacon, or a person's tenure of it.",0,0
1053,PHYSIOGNOMY,Noun,"a person's facial features or expression, especially when regarded as indicative of character or ethnic origin",0,0
1054,MISPRISION,Noun,the deliberate concealment of one's knowledge of a treasonable act or a felony.,0,0
1055,AGAPE,Adjective,(of a person's mouth) wide open in surprise or wonder,0,0
1056,CONTUMELY,Noun,insolent or insulting language or treatment,0,0
1057,ABROGATE,Verb,"repeal or do away with (a law, right, or formal agreement)",0,0
1058,ABSQUATULATE,Verb,leave abruptly,0,0
1059,ARROGATE,Verb,take or claim (something) without justification,0,0
1060,CORDWAINER,Noun,a shoemaker (still used in the names of guilds),0,0
1061,DUENDE,Noun,a quality of passion and inspiration.,0,0
1062,ELIDE,Verb,omit (a sound or syllable) when speaking,0,0
1063,ETIOLATE,Verb,make (a plant) pale through lack of light,0,0
1064,FULMINATE,Verb,express vehement protest,0,0
1065,FULMINATE,Noun,a salt or ester of fulminic acid.,0,0
1066,GORMLESS,Adjective,lacking sense or initiative. foolish,0,0
1067,HYDROPHOBIA,Noun,"extreme or irrational fear of water, especially as a symptom of rabies in humans.",0,0
1068,IATROGENIC,Adjective,relating to illness caused by medical examination or treatment,0,0
1069,IRREDENTIST,Noun,a person advocating the restoration to their country of any territory formerly belonging to it.,0,0
1070,OOTHECA,Noun,"the egg case of cockroaches, mantises, and related insects.",0,0
1071,PANOPLY,Noun,an extensive or impressive collection,0,0
1072,PARRICIDE,Noun,the killing of a parent or other near relative.,0,0
1073,SESTET,Noun,the last six lines of a sonnet.,0,0
1074,SONSY,Adjective,having an attractive and healthy appearance.,0,0
1075,VAUNTING,Adjective,of a boastful nature,0,0
1076,LIVERIED,Adjective,(of a servant or official) dressed in a special uniform,0,0
1077,MUCKWORM,Noun,"a person who is despicable, especially one who is intellectually or morally deficient. a lowly person. now rare.",0,0
1078,COEVAL,Adjective,having the same age or date of origin. contemporary,0,0
1079,COEVAL,Noun,a person of roughly the same age as oneself. a contemporary,0,0
1080,AMAROIDAL,Adjective,relating to bitters or having a bitter taste.,0,0
1081,ANAGNORISIS,Noun,"(in ancient greek tragedy) the critical moment of recognition or discovery, especially preceding peripeteia",0,0
1082,BATRACHIAN,Adjective,"belonging or pertaining to the batrachia, a former group comprising the amphibians, and sometimes restricted to the salientians.",0,0
1083,BLANDISHMENTS,Noun,"something, as an action or speech, that tends to flatter, coax, entice, etc.",0,0
1084,BUMBLEPUPPY,Noun,a game of whist played carelessly or contrary to rules and conventions.,0,0
1085,ULTRACREPIDARIAN,Noun,"noting or pertaining to a person who criticizes, judges, or gives advice outside the area of his or her expertise:",0,0
1086,DOOLIE,Noun,a first-year cadet in the u.s. air force academy.,0,0
1087,DETRAINMENT,Noun,the process of  alighting from a railway train. arriving by train.,0,0
1088,ENSORCEL,Adjective,to alight from a railway train. arrive by train.,0,0
1089,POMOLOGICAL,Adjective,of or pertaining to the science that deals with fruits and fruit growing.,0,0
1090,OUROBOROS,Noun,symbol depicting a serpent or dragon eating its own tail.,0,0
1091,FUSTILUG,Adjective,"a ponderous clumsy person, especially a fat and slovenly woman.",0,0
1092,PLIMSOLE,Noun,a canvas shoe with a rubber sole. gym shoe. sneaker.,0,0
1093,PARFLECHE,Noun,"a rawhide that has been dried after having been soaked in a solution of lye and water to remove the hair.
an article or object, as a case, pouch, etc., made of such rawhide.",0,0
1094,MANICHEAN,Noun,"an adherent of the dualistic religious system of manes, a combination of gnostic christianity, buddhism, zoroastrianism, and various other elements, with a basic doctrine of a conflict between light and dark, matter being regarded as dark and evil.",0,0
1095,JANIZARY,Noun,"(also janissary) (often initial capital letter) a member of an elite military unit of the turkish army organized in the 14th century and abolished in 1826 after it revolted against the sultan.
(often initial capital letter) any soldier in the turkish army.
a member of any group of loyal guards, soldiers, or supporters.",0,0
1096,GARRON,Noun,a small sturdy pony bred and used chiefly in scotland and ireland,0,0
1097,SPRACHGEFUHL,Noun,"intuitive feeling for the natural idiom of a language.
the essential character of a language.",0,0
1098,FUSTILUGS,Noun,a ponderous clumsy person. especially : a fat and slovenly woman,0,0
1099,FOLIE A  DEUX,Noun,the sharing of delusional ideas by two people who are closely associated.,0,0
1100,KANIN,Noun,boiled rice,0,0
1101,SANHEDRIN,Noun,an assembly of twenty-three or seventy-one rabbis appointed to sit as a tribunal in every city in the ancient land of israel. wikipedia,0,0
1102,SEIGNEURIAL,Adjective,"lordly, especially wrt a feudal lord.",0,0
1103,SEMAPHORIC,Adjective,"of or pertaining to:
an apparatus for conveying information by means of visual signals, as a light whose position may be changed.
any of various devices for signaling by changing the position of a light, flag, etc.
a system of signaling, especially a system by which a special flag is held in each hand and various positions of the arms indicate specific letters, numbers, etc.",0,0
1104,TERMITARY,Noun,a termites' nest.,0,0
1105,VIRIDESCENCE,Adjective,slightly green. greenish.,0,0
1106,LEVANTINE,Noun,a person who lives in or comes from the countries bordering on the eastern mediterranean sea,0,0
1107,DISSIMULATE,Verb,"conceal or disguise (one's thoughts, feelings, or character)",0,0
1108,FETTLE,Verb,trim or clean the rough edges of (a metal casting or a piece of pottery) before firing.,0,0
1109,DEPORTMENT,Noun,"the way a person stands and walks, particularly as an element of etiquette",0,0
1110,DELIQUESCENT,Adjective,"becoming liquid, or having a tendency to become liquid.",0,0
1111,GRAVITON,Noun,"a hypothetical quantum of gravitational energy, regarded as a particle.",0,0
1112,INTERCALATE,Verb,insert (a period of time) in a calendar. also to insert between two points -- interpolate,0,0
1113,DYBBUK,Noun,(in jewish folklore) a malevolent wandering spirit that enters and possesses the body of a living person until exorcised.,0,0
1114,MAHABHARATA,Noun,"one of the two great sanskrit epics of the hindus, existing in its present form since c.400 ad. it describes the civil war waged between the five pandava brothers and their one hundred stepbrothers at kuruksetra near modern delhi.",0,0
1115,SERE,Adjective,(especially of vegetation) dry or withered,0,0
1116,SAMSARA,Noun,the cycle of death and rebirth to which life in the material world is bound.,0,0
1117,FUG,Noun,"a warm, stuffy or smoky atmosphere in a room",0,0
1118,MNEMOSYNE,Noun,the mother of the muses.,0,0
1119,SHAMBOLIC,Adjective,"chaotic, disorganized, or mismanaged",0,0
1120,ETHOS,Noun,"the characteristic spirit of a culture, era, or community as manifested in its attitudes and aspirations",0,0
1121,PALIMPSEST,Noun,a manuscript or piece of writing material on which later writing has been superimposed on effaced earlier writing.,0,0
1122,CLYTEMNESTRA,Noun,"wife of agamemnon. she conspired with her lover aegisthus to murder agamemnon on his return from the trojan war, and was murdered in retribution by her son orestes and her daughter electra.",0,0
1123,BOFFIN,Noun,a person engaged in scientific or technical research,0,0
1124,DANDLE,Verb,move (a baby or young child) up and down in a playful or affectionate way,0,0
1125,HERACLES,Noun,greek for herculues,0,0
1126,PICKANINNY,Noun,(now offensive) a term used to refer to a black child.,0,0
1127,ACUMINATE,Adjective,"(of a plant or animal structure, e.g. a leaf) tapering to a point.",0,0
1128,ADVENTITIOUS,Adjective,happening as a result of an external factor or chance rather than design or inherent nature,0,0
1129,AGELAST,Noun,a person who never laughs. one who has no sense of humour.,0,0
1130,AGIO,Noun,"the percentage charged on the exchange of one currency, or one form of money, into another that is more valuable.",0,0
1131,AGRYPNIA,Noun,"the state of wakefulness or sleeplessness. insomnia, (in later use) especially when severe and due to a disorder of or injury to the brain. an instance of this.",0,0
1132,ALEATORY,Adjective,depending on the throw of a dice or on chance. random.,0,0
1133,ALLIACEOUS,Adjective,relating to or denoting plants of a group that comprises the onions and other alliums.,0,0
1134,ANALECTS,Noun,a collection of short literary or philosophical extracts.,0,0
1135,ANOMIE,Noun,lack of the usual social or ethical standards in an individual or group,0,0
1136,APOSIOPESIS,Noun,the device of suddenly breaking off in speech,0,0
1137,ARGOT,Noun,the jargon or slang of a particular group or class,0,0
1138,ASSONANCE,Noun,"resemblance of sound between syllables of nearby words, arising particularly from the rhyming of two or more stressed vowels, but not consonants (e.g. sonnet, porridge), but also from the use of identical consonants with different vowels (e.g. killed, cold, culled)",0,0
1139,BALLETOMANE,Noun,a ballet enthusiast.,0,0
1140,BARM,Noun,the froth on fermenting malt liquor.,0,0
1141,BEAU GESTE,Noun,a noble and generous act,0,0
1142,BEDIZEN,Verb,dress up or decorate gaudily,0,0
1143,BENTHOS,Noun,"the flora and fauna found on the bottom, or in the bottom sediments, of a sea or lake.",0,0
1144,BETIMES,Adverb,before the usual or expected time. early,0,0
1145,BIBELOT,Noun,"a small, decorative ornament or trinket",0,0
1146,BILLET-DOUX,Noun,a love letter,0,0
1147,BIRL,Verb,spin. whirl,0,0
1148,BIRL,Noun,a spin or whirl.,0,0
1149,BLANDISH,Verb,coax (someone) with kind words or flattery,0,0
1150,BOULEVARDIER,Noun,"a wealthy, fashionable socialite.",0,0
1151,BROMIDE,Noun,"a compound of bromine with another element or group, especially a salt containing the anion br⁻ or an organic compound with bromine bonded to an alkyl radical.",0,0
1152,CAITIFF,Noun,a contemptible or cowardly person,0,0
1153,CALLOW,Adjective,(of a young person) inexperienced and immature,0,0
1154,CAMBER,Noun,the slightly convex or arched shape of a road or other horizontal surface,0,0
1155,CANOROUS,Adjective,(of song or speech) melodious or resonant.,0,0
1156,CAPARISON,Noun,an ornamental covering spread over a horse's saddle or harness.,0,0
1157,CAPARISON,Verb,(of a horse) be decked out in rich decorative coverings,0,0
1158,CELERITY,Noun,swiftness of movement.,0,0
1159,CHEECHAKO,Noun,a person newly arrived in the mining districts of alaska or north-western canada.,0,0
1160,CICATRIX,Noun,the scar of a healed wound.,0,0
1161,CLERISY,Noun,learned or literary people regarded as a social group or class,0,0
1162,COCKALORUM,Noun,a self-important man.,0,0
1163,COLLOQUY,Noun,a conversation,0,0
1164,CONTRETEMPS,Noun,a minor dispute or disagreement,0,0
1165,COZEN,Verb,trick or deceive,0,0
1166,CREPUSCULAR,Adjective,resembling or relating to twilight.,0,0
1167,DEGAGE ,Adjective,unconcerned or unconstrained. relaxed.,0,0
1168,DEGAGE ,Noun,a movement in which weight is shifted from one foot to the other in preparation for the execution of a step.,0,0
1169,DEPREDATE,Verb,"steal from, typically using force. plunder",0,0
1170,DESULTORY,Adjective,"lacking a plan, purpose, or enthusiasm",0,0
1171,DIACRITICAL,Adjective,(of a mark or sign) serving to indicate different pronunciations of a letter above or below which it is written.,0,0
1172,DILATORY,Adjective,slow to act,0,0
1173,DITHYRAMB,Noun,"a wild choral hymn of ancient greece, especially one dedicated to dionysus.",0,0
1174,DOUGHTY,Adjective,brave and persistent,0,0
1175,DOYEN,Noun,the most respected or prominent person in a particular field,0,0
1176,DRAGOON,Noun,a member of any of several cavalry regiments in the british army.,0,0
1177,DRAGOON,Verb,coerce (someone) into doing something,0,0
1178,EDACIOUS,Adjective,relating to or given to eating.,0,0
1179,ELDRITCH,Adjective,weird and sinister or ghostly,0,0
1180,ELEEMOSYNARY,Adjective,relating to or dependent on charity. charitable.,0,0
1181,ENCOMIUM,Noun,a speech or piece of writing that praises someone or something highly.,0,0
1182,EPIGONE,Noun,"a less distinguished follower or imitator of someone, especially an artist or philosopher",0,0
1183,EQUABLE,Adjective,not easily disturbed or angered. calm and even-tempered,0,0
1184,ETAGERE,Noun,a piece of furniture with open shelves for displaying ornaments.,0,0
1185,EXORDIUM,Noun,"the beginning or introductory part, especially of a discourse or treatise.",0,0
1186,EXOTERIC,Adjective,intended for or likely to be understood by the general public.,0,0
1187,EXPATIATE,Verb,speak or write in detail about,0,0
1188,AUTOLOGY,Noun,self-worship,0,0
1189,AMPHIGORY,Noun,"a meaningless or nonsensical piece of writing, especially one intended as a parody.",0,0
1190,AILUROPHILIC,Adjective,of or pertaining to the love of cats,0,0
1191,BILDUNGSROMAN,Noun,"a type of novel concerned with the education, development, and maturing of a young protagonist",0,0
1192,CLINQUANT,Adjective,"glittering, especially with tinsel. decked with garish finery.",0,0
1193,EFFULGE,Verb,to shine forth : radiate,0,0
1194,EXTIRPATE,Verb,"to remove or destroy totally. do away with. exterminate.
to pull up by or as if by the roots. root up:",0,0
1195,ERGASIOPHOBIA,Noun,"abnormal and persistent fear of work (manual labor, non-manual labour, etc.) or finding employment. ergophobia may also be a subset of either social phobia or performance anxiety.",0,0
1196,BATTOLOGIZE,Verb,"to repeat (a word, phrase, mannerism, etc.) excessively.",0,0
1197,BEL-ESPRIT,Noun,a person of great wit or intellect.,0,0
1198,BIBLIOCLAST,Noun,a person who mutilates or destroys books.,0,0
1199,PRICKMEDAINTY,Noun,fop or overly nice but affected person,0,0
1200,DIERESIS,Noun,"the separation of two adjacent vowels, dividing one syllable into two.
a [two dots on top] sign, placed over the second of two adjacent vowels to indicate separate pronunciation, as in one spelling of the older forms naïve and coöperate -  no longer widely used in english.
prosody. the division made in a line or verse by coincidence of the end of a foot and the end of a word.",0,0
1201,GRACILE,Adjective,(of a hominid species) of slender build.,0,0
1202,GRIMALKIN,Noun,a cat.,0,0
1203,GUDGEON,Noun,"a small edible european freshwater fish, often used as bait by anglers.",2,1
1204,GUNKHOLE,Noun,a shallow inlet or cove that is difficult or dangerous to navigate.,0,0
1205,HARRIDAN,Noun,"a strict, bossy, or belligerent old woman",0,0
1206,HEGIRA,Noun,"muhammads departure from mecca to medina in ad 622, marking the consolidation of the first muslim community.",0,0
1207,HIGHBINDER,Noun,"an unscrupulous person, especially a corrupt politician.",0,0
1208,HOARY,Adjective,greyish white,0,0
1209,HORTATORY,Adjective,tending or aiming to exhort,0,0
1210,IDIOGRAPH,Noun,a piece or sample of a persons own handwriting an autograph.,0,0
1211,IMBROGLIO,Noun,"an extremely confused, complicated, or embarrassing situation",0,0
1212,IMPECUNIOUS,Adjective,having little or no money,0,0
1213,IMPORTUNE,Verb,harass (someone) persistently for or to do something,0,0
1214,INCHOATE,Adjective,just begun and so not fully formed or developed rudimentary,0,0
1215,INCULPATE,Verb,accuse or blame,0,0
1216,INDEFECTIBLE,Adjective,"not liable to fail, end, or decay.",0,0
1217,INNERVATE,Verb,supply (an organ or other body part) with nerves.,0,0
1218,INTERNECINE,Adjective,destructive to both sides in a conflict,0,0
1219,INURE,Verb,"accustom (someone) to something, especially something unpleasant",0,0
1220,IRENIC,Adjective,aiming or aimed at peace.,0,0
1221,IRENIC,Noun,a part of christian theology concerned with reconciling different denominations and sects.,0,0
1222,JAPE,Noun,a practical joke,0,0
1223,JAPE,Verb,say or do something in jest or mockery.,0,0
1224,JOCOSE,Adjective,playful or humorous,0,0
1225,KATABATIC,Adjective,(of a wind) caused by local downward motion of cool air.,0,0
1226,LAMBENT,Adjective,"(of light or fire) glowing, gleaming, or flickering with a soft radiance",0,0
1227,LICKERISH,Adjective,lecherous,0,0
1228,LIMN,Verb,depict or describe in painting or words,0,0
1229,LISSOM,Adjective,"(of a person or their body) thin, supple, and graceful",0,0
1230,LITOTES,Noun,ironic understatement in which an affirmative is expressed by the negative of its contrary (e.g. i shant be sorry for i shall be glad).,0,0
1231,LUCUBRATE,Verb,"write or study, especially by night.",0,0
1232,LURID,Adjective,"unpleasantly bright in colour, especially so as to create a harsh or unnatural effect",0,0
1233,SMELL-FEAST,Noun,"one given to finding out and getting invited to good feasts : parasite, sponger.",0,0
1234,SMATCHET,Noun,"a small, nasty or insignificant person. also a large fighting knife designed by william fairbairn.",0,0
1235,CUMBERWORLD,Noun,a useless person or thing; someone who is an encumbrance on the world,0,0
1236,MADRILENE,Noun,a clear soup flavoured with tomato and served cold.,0,0
1237,MAILLOT,Noun,"a pair of tights, especially as worn by ballet dancers and circus artistes",0,0
1238,MALINGER,Verb,pretend to be ill in order to escape duty or work,0,0
1239,MARTINET,Noun,a person who demands complete obedience a strict disciplinarian,0,0
1240,MATUTINAL,Adjective,of or occurring in the morning,0,0
1241,MAWKISH,Adjective,sentimental in an exaggerated or false way,0,0
1242,MENTICIDE,Noun,"the undermining or destruction of a persons mind or will, especially by systematic means (regarded as a characteristic activity of totalitarian regimes).",0,0
1243,MERETRICIOUS,Adjective,apparently attractive but having no real value,0,0
1244,MINATORY,Adjective,expressing or conveying a threat,2,1
1245,MINGY,Adjective,mean,0,0
1246,MONODOMOUS,Adjective,"of a colony of social hymenoptera, especially ants: occupying a single nest. of a population or species: consisting of such colonies. also, of any other animal: permanently based at a single location (rare). opposed to polydomous.",0,0
1247,MUFTI,Noun,a muslim legal expert who is empowered to give rulings on religious matters.,0,0
1248,MUGWUMP,Noun,"a person who remains aloof or independent, especially from party politics.",0,0
1249,MUNIFICENT,Adjective,characterized by or displaying great generosity,0,0
1250,NEPHOLOGY,Noun,the study or contemplation of clouds.,0,0
1251,NODUS,Noun,"a problem, difficulty, or complication.",0,0
1252,NYMPHOLEPSY,Noun,passion aroused in men by beautiful young girls.,0,0
1253,OBDURATE,Adjective,stubbornly refusing to change ones opinion or course of action,0,0
1254,OPPUGN,Verb,question the truth or validity of,0,0
1255,OSCITANT,Adjective,yawning from drowsiness.,0,0
1256,OSCULATE,Verb,(of a curve or surface) touch (another curve or surface) so as to have a common tangent at the point of contact,0,0
1257,OUBLIETTE,Noun,a secret dungeon with access only through a trapdoor in its ceiling.,0,0
1258,OVINE,Adjective,relating to or resembling sheep,0,0
1259,PAILLETTE,Noun,a piece of glittering material used to decorate clothing a spangle.,0,0
1260,PALAVER,Noun,prolonged and tedious fuss or discussion,0,0
1261,PALAVER,Verb,talk unnecessarily and at length,0,0
1262,PANJANDRUM,Noun,a person who has or claims to have a great deal of authority or influence,0,0
1263,PARACLETE,Noun,"(in christian theology) the holy spirit as advocate or counsellor (john 14:16, 26).",0,0
1264,PARAPH,Noun,"a flourish after a signature, originally as a precaution against forgery.",0,0
1265,PARLOUS,Adjective,full of danger or uncertainty precarious,0,0
1266,PARLOUS,Adverb,greatly or excessively,0,0
1267,PARURE,Noun,a set of jewels intended to be worn together,0,0
1268,PASSEMENTERIE,Noun,"decorative trimming such as tassels, braid, and fringing, used on furniture and clothing (e.g. military uniforms).",0,0
1269,PASTICHE,Noun,"an artistic work in a style that imitates that of another work, artist, or period",0,0
1270,PASTICHE,Verb,imitate the style of (an artist or work),0,0
1271,PECCANT,Adjective,having committed a fault or sin,0,0
1272,PERFIDIOUS,Adjective,deceitful and untrustworthy,0,0
1273,PERSIFLAGE,Noun,light and slightly contemptuous mockery or banter,0,0
1274,PERTINACIOUS,Adjective,holding firmly to an opinion or a course of action,0,0
1275,PHARISEE,Noun,"a member of an ancient jewish sect, distinguished by strict observance of the traditional and written law, and commonly held to have pretensions to superior sanctity.",0,0
1276,PHENOLOGY,Noun,"the study of cyclic and seasonal natural phenomena, especially in relation to climate and plant and animal life.",0,0
1277,PLEDGET,Noun,a small wad of lint or other soft material used to stop up a wound or an opening in the body.,0,0
1278,POCOCURANTE,Adjective,indifferent or unconcerned.,0,0
1279,POCOCURANTE,Noun,an indifferent or unconcerned person.,0,0
1280,POLEMIC,Noun,a strong verbal or written attack on someone or something,0,0
1281,POSTICHE,Noun,a hairpiece.,0,0
1282,PREVARICATE,Verb,speak or act in an evasive way,0,0
1283,PRIMOGENITOR,Noun,"an ancestor, especially the earliest ancestor of a people a progenitor.",0,0
1284,PROLICIDE,Noun,the killing of children especially the killing of ones own offspring (sometimes specifically either before or soon after birth).,0,0
1285,PROLIX,Adjective,(of speech or writing) using or containing too many words tediously lengthy,0,0
1286,QUIDNUNC,Noun,an inquisitive and gossipy person.,0,0
1287,QUINCUNX,Noun,"an arrangement of five objects with four at the corners of a square or rectangle and the fifth at its centre, used for the five on a dice or playing card, and in planting trees.",0,0
1288,RAFFISH,Adjective,"unconventional and slightly disreputable, especially in an attractive way",0,0
1289,RECONDITE,Adjective,(of a subject or knowledge) little known abstruse,0,0
1290,RECREANT,Adjective,cowardly,0,0
1291,RECREANT,Noun,a coward,0,0
1292,RIMPLE,Verb,and with object. to form into small folds or undulations to wrinkle especially (of water) to ripple.,0,0
1293,RODOMONTADE,Noun,boastful or inflated talk or behaviour,0,0
1294,RODOMONTADE,Verb,talk boastfully,0,0
1295,SALMAGUNDI,Noun,"a dish of chopped meat, anchovies, eggs, onions, and seasoning.",0,0
1296,SCUNNER,Noun,a strong dislike,0,0
1297,SCUNNER,Verb,feel disgust or strong dislike,0,0
1298,SEMIOTICS,Noun,the study of signs and symbols and their use or interpretation.,0,0
1299,SEQUACIOUS,Adjective,(of a person) lacking independence or originality of thought.,0,0
1300,SNOOD,Noun,an ornamental hairnet or fabric bag worn over the hair at the back of a womans head,0,0
1301,SOBRIQUET,Noun,a persons nickname,0,0
1302,SOPHISM,Noun,"a clever but false argument, especially one used deliberately to deceive.",0,0
1303,TALARIA,Noun,"(in roman mythology) winged sandals as worn by certain gods and goddesses, especially mercury.",0,0
1304,TATTERDEMALION,Adjective,tattered or dilapidated.,0,0
1305,TATTERDEMALION,Noun,a person in tattered clothing.,0,0
1306,TENDENTIOUS,Adjective,"expressing or intending to promote a particular cause or point of view, especially a controversial one",0,0
1307,TERMAGANT,Noun,a harsh-tempered or overbearing woman.,0,0
1308,TILAK,Noun,"a mark worn by a hindu on the forehead to indicate caste, status, or sect, or as an ornament.",0,0
1309,TONSORIAL,Adjective,relating to hairdressing,0,0
1310,TOPONYM,Noun,"a place name, especially one derived from a topographical feature.",0,0
1311,UBIETY,Noun,the condition of being in a definite place.,0,0
1312,VALETUDINARIAN,Noun,a person who is unduly anxious about their health.,0,0
1313,VALETUDINARIAN,Adjective,showing undue concern about ones health,0,0
1314,VITUPERATIVE,Adjective,bitter and abusive,0,0
1315,VULGATE,Noun,"the principal latin version of the bible, prepared mainly by st jerome in the late 4th century, and (as revised in 1592) adopted as the official text for the roman catholic church.",0,0
1316,VULPINE,Adjective,relating to a fox or foxes,0,0
